Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:56d:1934:4a4a:34b1,California,2022-03-02T02:04:41.649Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2601:204:e080:9680:a1d1:460a:fb2c:6787,California,2022-03-01T22:18:19.797Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:28c5:cf6c:d1ea:b8f9,California,2022-03-01T22:02:52.852Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-03-01T20:59:55.038Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2601:204:e080:9680:2445:db13:96ae:9b,California,2022-03-01T16:33:50.390Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,98.208.90.24,California,2022-03-01T00:33:12.653Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2601:204:e080:9680:acf6:354d:d0b0:fa80,California,2022-02-28T22:23:53.441Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,98.208.90.24,California,2022-02-28T22:22:21.989Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2601:204:e080:9680:507d:56f:1d67:758c,California,2022-02-28T18:17:09.400Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,98.208.90.24,California,2022-02-28T17:38:38.692Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:e4d1:bdf1:101a:9901,California,2022-02-19T04:36:25.275Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:69bd:a258:7926:f842,California,2022-02-17T21:14:51.722Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:d942:1e5a:b09d:f819,California,2022-02-17T03:43:31.249Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,98.208.90.24,California,2022-02-16T19:00:48.726Z
NFUWA-001-06FD9306A7B5DB36C8355F99A962E7AF1277B02EAF7D2379A5916A53A388B7A0,US,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2601:204:e080:9680:dd1:c88c:a7a3:2eda,California,2022-02-16T17:56:13.870Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:d942:1e5a:b09d:f819,California,2022-02-16T05:16:11.410Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:f9b9:488f:31c0:abf4,California,2022-02-15T21:41:15.508Z
CMCSTX1005-000D010D033E31C4-E03717DA5415,US,Comcast X1 ARM 4K MVPD STB,Comcast X1 ARM 4K MVPD STB,71.195.176.75,California,2022-02-15T04:40:01.418Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-02-15T03:46:23.041Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:5c61:c131:bf7c:dfff,California,2022-02-12T20:34:19.926Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:5c61:c131:bf7c:dfff,California,2022-02-12T05:31:54.060Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,98.208.90.24,California,2022-02-12T04:30:08.305Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:5c61:c131:bf7c:dfff,California,2022-02-10T21:32:50.558Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:89f3:9ca8:18ca:3aa7,California,2022-02-10T04:54:29.763Z
NFANDROID2-PRV-MSD6886602GUHDANDROIDTV-HISENHISMARTTV=A4-12683-A7E3D8830427AE590B05F642FB14CF64AC7BB7558EC27F27EC199001D04FD74D,US,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,Hisense  MSD6886 6.0 2G UHD Android TV Smart TV,2601:204:e080:9680:5c61:c131:bf7c:dfff,California,2022-02-08T21:05:14.046Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:89f3:9ca8:18ca:3aa7,California,2022-02-04T15:50:56.030Z
RKU-CXXXXDX00100FJXUFN,US,Roku TV CXXXX,TCL Malone DV Smart TV,71.195.176.75,California,2022-01-27T17:13:18.224Z
NFANDROID1-PRV-P-SAMSUSM-G998U-19970-0C351C3108B958B7045437F5D2FC5BCA6335D926CA8F7A6575D86768990FA1323,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:848f:6941:bad5:cd47,California,2022-01-19T16:22:40.808Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:649:102:3270:4df2:fd2f:a41a:9480,California,2022-01-11T07:17:36.370Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.92.63.226,California,2022-01-11T06:44:40.897Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:f4a3:13b8:beab:d4c0,California,2022-01-09T00:29:33.283Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:f4a3:13b8:beab:d4c0,California,2021-12-30T16:25:50.932Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-12-29T20:45:16.876Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:645:102:cf80:63:9b91:5bea:2b2c,California,2021-12-19T05:06:28.232Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,2601:645:102:cf80:63:9b91:5bea:2b2c,California,2021-12-18T22:29:50.425Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,73.222.123.196,California,2021-12-18T22:26:08.048Z
LGTV2016D=D1001662193,US,LG 2016 MStar M2 Low DTV Smart TV,LG 2016 MStar M2 Low DTV Smart TV,73.222.123.196,California,2021-12-05T16:25:53.594Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,76.101.71.239,Florida,2021-11-29T03:26:15.436Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-17461-B3628C48FC270B37D715D4544625257F15F32CF2A2DBF750D96B401E1A888F7F,US,FireTV 4K Stick 2018,FireTV 4K Stick 2018,76.101.71.239,Florida,2021-11-27T23:08:14.253Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-11-25T02:25:14.527Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,2601:204:e000:feb0:2981:e824:b15b:76ab,California,2021-11-25T02:25:04.138Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-11-25T02:08:29.725Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,2601:204:e000:feb0:8026:816e:e76a:d772,California,2021-11-22T21:18:24.004Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-11-22T21:14:46.116Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:796d:c184:2abd:4852,California,2021-11-22T05:15:43.977Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-11-13T21:04:21.642Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,2601:204:e000:feb0:4523:c265:e44:82b2,California,2021-11-13T02:58:12.930Z
CMCSTX1005-000D010D033E31C4-E03717DA5415,US,Comcast X1 ARM 4K MVPD STB,Comcast X1 ARM 4K MVPD STB,71.195.176.75,California,2021-11-13T00:51:50.729Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-11-13T00:48:01.637Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,2601:204:e000:feb0:f506:e130:ac14:1f0d,California,2021-11-13T00:47:38.321Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-11-13T00:46:42.055Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,2601:204:e000:feb0:8448:5e28:b1d0:2b61,California,2021-11-05T02:33:41.347Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-11-05T02:16:55.068Z
NFAPPL-01-IPAD11=6-193DAB34ACDA31403FA4ECB5A56CF9F11A90C78666279F0A0B89FB944F3ADE14,US,Apple iPad 10.2 inch 8th Gen Wi-Fi iPad,Apple iPad 10.2 inch 8th Gen Wi-Fi iPad,2601:645:102:cf80:30fa:c4fa:4501:9ab,California,2021-11-02T08:37:34.888Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:a0ad:b60:f42a:1a2,California,2021-10-02T15:47:25.791Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:a0ad:b60:f42a:1a2,California,2021-10-02T15:46:45.088Z
RKU-CXXXXDX00100FJXUFN,US,Roku TV CXXXX,TCL Malone DV Smart TV,71.195.176.75,California,2021-09-21T18:38:19.496Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,71.195.176.75,California,2021-09-21T00:31:51.051Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4879:695f:e8d5:92ba,California,2021-08-30T14:50:23.432Z
RKU-CXXXXDX00100FJXUFN,US,Roku TV CXXXX,TCL Malone DV Smart TV,73.12.140.194,California,2021-08-26T04:16:45.993Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4879:695f:e8d5:92ba,California,2021-08-23T02:28:59.037Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4879:695f:e8d5:92ba,California,2021-08-23T02:28:26.750Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:210f:2896:5fe0:5f59,California,2021-08-07T20:29:28.519Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,2601:645:501:d040:805e:898e:d604:9002,California,2021-08-05T03:53:59.418Z
LGTV2016D=D1001662193,US,LG 2016 MStar M2 Low DTV Smart TV,LG 2016 MStar M2 Low DTV Smart TV,73.222.123.196,California,2021-08-01T05:22:07.355Z
LGTV2016D=D1001662193,US,LG 2016 MStar M2 Low DTV Smart TV,LG 2016 MStar M2 Low DTV Smart TV,67.188.97.28,California,2021-07-27T04:52:44.946Z
NFANDROID2-PRV-FIRETVSTICK2020-AMAZOAFTSS-17689-07E83E675F47DE5C0216BFBCB10F3768627749358051EA627D012F186CFBF7DD,US,Amazon Fire TV Stick 2020 Lite Streaming Stick,Amazon Fire TV Stick 2020 Lite Streaming Stick,73.12.140.194,California,2021-07-22T03:19:20.427Z
CMCSTX1005-000D010D033E31C4-E03717DA5415,US,Comcast X1 ARM 4K MVPD STB,Comcast X1 ARM 4K MVPD STB,73.12.140.194,California,2021-07-22T03:13:17.797Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4c18:f546:11f1:ce8f,California,2021-06-20T13:59:26.469Z
NFANDROID1-PRV-P-SAMSUSM-G975U-7176-0485DFC5D89D29DD528C547E88F650BCB57F17F54C7C3E6C1C267D4E78C27AE23,US,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2601:204:e000:feb0:4c18:f546:11f1:ce8f,California,2021-06-20T13:59:21.836Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-05-20T14:28:11.782Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-04-27T05:21:38.366Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,2601:645:501:d040:54aa:cd95:859:2cf5,California,2021-04-27T03:34:41.458Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-04-26T02:47:13.085Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-04-14T00:34:25.805Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,2601:645:501:d040:b956:28d8:80c9:251f,California,2021-04-12T02:41:07.074Z
NFAPPL-04-APPLETV5=3-DF122301E3EADD68D5D342E6F8A18883DA02198533F547406801D2EFB79362DA,US,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,67.188.97.28,California,2021-04-05T03:40:01.579Z
